cefr	lemma	example_de
B1	die Erde	1. Die Pflanzen brauchen neue Erde. 2. Mein Sohn hat das Glas auf die Erde fallen lassen.
B1	die Erfindung	Die Erfindung des Buchdrucks war sehr wichtig für die Menschen.
B1	die Erholung	Ich habe zu viel gearbeitet. Jetzt brauche ich etwas Erholung.
B1	die Erhöhung	Wir streiken für eine Lohnerhöhung.
B1	die Erinnerung	An diese Zeit habe ich viele schöne Erinnerungen.
B1	die Erklärung	Hast du schon die Steuererklärung gemacht? 2. Die Erklärung der Lehrerin ist besser als die Erklärung im Buch.
B1	die Erkältung	Du hast eine schlimme Erkältung!
B1	die Erlaubnis	Sie hätten ihn vorher um Erlaubnis bit- ten müssen.
B1	die Ernte	Ich überlege ernsthaft, ob ich in eine andere Stadt ziehen soll. Die Ernte ist dieses Jahr gut.
B1	die Ernährung	Ich finde eine gesunde Ernährung wichtig.
B1	die Erziehung	Heute kümmern sich auch viele Väter um die Erziehung der Kinder.
B1	die Erzählung	Mein Mann hat mir schon viel von der Export, -e Ihnen erzählt. Ich muss meinen Kindern abends immer eine Geschichte erzählen. extra Diese Erzählung ist sehr berühmt. Du musst sie lesen.
B1	die Eröffnung	Die Eröffnung der neuen Oper ist am 1. Juni.
B1	die Etage	Das Büro ist in der 3. Etage,
B1	die Fahrbahn	Fahren Sie bitte vorsichtig. Es sind Kühe auf der Fahrbahn.
B1	die Fantasie/Phantasie	Mein Sohn malt sehr gut. Er hat viel Fantasie.
B1	die Fasnacht CH	Dort hängt mein Kostüm für den
B1	die Ferien Pl CH	Ich habe noch drei Tage Ferien.
B1	die Fernbedienung	Hast du die Fernbedienung gesehen?
B1	die Festplatte	Mein Computer hat eine große Festplatte.
B1	die Feuerwehr	Schnell! Rufen Sie die Feuerwehr! Die Nummer ist: 112.
B1	die Figur	Lars hat eine gute Figur. Bei diesem Spiel hat jeder Spieler vier Figuren.
B1	die Fleischhauerin	Dieser Fleischhauer macht sehr gute Wurst.
B1	die Flucht	Der Einbrecher war schon auf der Flucht.
B1	die Fläche	Unsere Wohnung hat eine Wohnfläche von 100 m2.
B1	die Flöte	Diesen Hut habe ich am Flohmarkt gekauft. Sie spielt sehr schön Flöte.
B1	die Flüssigkeit	Dieses Medikament mit viel Flüssigkeit einnehmen.
B1	die Folge	Die Folgen des Unfalls waren schlimm.
B1	die Forderung	Alle Forderungen der Arbeitnehmer kann man in dieser E-Mail lesen.
B1	die Form	1. Diese Schuhe haben eine schöne Form. 2. Ich möchte für den Geburtstag einen Kuchen backen. Kannst du mir eine Backform leihen?
B1	die Forschung	Er arbeitet in der Forschung.
B1	die Fortbildung	Die Fortbildung, die ich machen will, ist sehr teuer.
B1	die Fortsetzung	Fortsetzung folgt.
B1	die Fotografie	Ich interessiere mich für Fotografie.
B1	die Freiheit	Wir wollen die Freiheit haben, unsere Meinung sagen zu können.
B1	die Fremdsprache	Ich spreche drei Fremdsprachen.
B1	die Freude	Diese Arbeit macht mir viel Freude. fühlen, fühlt, fühlte, hat gefühlt Ich sehe meine Freunde nur am Wochenende.
B1	die Freundschaft	Deine Freundschaft ist mir sehr wichtig.
B1	die Friseurin	1. Du siehst toll aus! Wer ist dein Friseur? 2. Meine Tochter will Friseurin werden. das Fundbüro, -s
B1	die Frist	Du hast eine tolle Frisur! Warst du beim Friseur? funktionieren, funktion- iert, funktionierte, Die Frist für die Anmeldung zum hat funktioniert Deutschkurs ist abgelaufen. für 1. Ich bin froh, dass alles so gut geklappt hat. 2. Frohes Fest!
B1	die Frisur	Du hast eine tolle Frisur! Warst du beim Friseur? funktionieren, funktion- iert, funktionierte, Die Frist für die Anmeldung zum hat funktioniert Deutschkurs ist abgelaufen. für 1. Ich bin froh, dass alles so gut geklappt hat. 2. Frohes Fest!
B1	die Frucht	Welche Früchte kann man essen?
B1	die Fußgängerin	Dieser Weg ist nur für Fußgänger.
B1	die Fußgängerzone	Wir treffen uns um 15 Uhr in der Fußgängerzone.
B1	die Förderung	Für das Projekt bekommen wir eine Förderung von der Stadt.
B1	die Galerie	Diese Galerie ist sehr interessant.
B1	die Garantie	Auf die Waschmaschine haben Sie ein Jahr Garantie.
B1	die Garderobe	Die Mäntel bitte an der Garderobe abgeben.
B1	die Gaststätte	Ich arbeite seit einem Monat in einer Gaststätte.
B1	die Gebrauchsanweisung	Lesen Sie bitte zuerst die Gebrauchsanweisung.
B1	die Geburt	Wir gratulieren zur Geburt eures Kindes!
B1	die Gebühr	Die Gebühr liegt bei 60 Euro.
B1	die Geduld	Bitte haben Sie etwas Geduld.
B1	die Gefahr	Betreten der Baustelle auf eigene Gefahr.
B1	die Gegend	Der Schwarzwald ist eine sehr schöne Gegend. Die Schule muss hier in der Gegend sein.
B1	die Gelegenheit	Das Fest ist eine gute Gelegenheit, unsere Freunde zu sehen.
B1	die Gemeinschaft	Rauchen ist in den Gemeinschafts-räu- men nicht erlaubt.
B1	die Generation	In diesem Haus wohnen drei Generationen zusammen.
B1	die Geschwindigkeit	Das Auto fuhr mit zu hoher Geschwindigkeit.
B1	die Geschwindigkeits-	Bitte beachten Sie die Geschwindigkeitsbeschränkungen.
B1	die Gesellschaft	1. Er will die Gesellschaft verändern. 2. Meine Frau arbeitet bei einer Versicherungsgesellschaft. 3. Ich fühle mich in großer Gesellschaft wohl.
B1	die Gewalt	Ich mag keine Filme, in denen Gewalt vorkommt. Die Tür ließ sich nur mit Gewalt öffnen.
B1	die Gewerkschaft	Die Gewerkschaft vertritt die Interessen der Arbeitnehmer.
B1	die Gewohnheit	Er hat die Gewohnheit, morgens zuerst die Post zu erledigen. Aus alter Gewohnheit treffen wir uns jeden Samstagabend.
B1	die Grafik	Die Grafik zeigt die Temperaturen im letzten Jahr. das Grundstück, -e
B1	die Gratulation	Wir lagen den ganzen Tag im Gras. die Gruppe, -n Ich gratuliere euch zur Geburt eurer Tochter. grüßen, grüßt, grüßte, hat gegrüßt Herzliche Gratulation! Sie haben gewonnen! der Gruß, ̈-e1. Diese Reparatur kostet Sie gar nichts, wir machen das gratis für Sie.
B1	die Grenze	An der Grenze musst du deinen Ausweis zeigen. gültig
B1	die Grippe	Ich habe eine Grippe und kann leider nicht kommen.
B1	die Hausfrau/der Haus-	Meine Frau ist Hausfrau und kümmert sich um die Kinder./Mein Mann ist Hausmann und kümmert sich um die Kinder.
B1	die Hausmeisterin	Der Hausmeister hat mir geholfen, den Schrank in die Wohnung zu tragen.
B1	die Haut	Haben Sie eine Creme für trockene Haut?
B1	die Heldin	1. Er spielt gern den Helden. 2. Sie ist die Heldin des Tages.
B1	die Herausforderung	Das Spiel ist eine Herausforderung.
B1	die Herkunft	Viele Leute fragen mich nach meiner Herkunft.
B1	die Hitze	Gestern war eine schreckliche Hitze!
B1	die Hoffnung	Man darf die Hoffnung nicht verlieren.
B1	die Hälfte	1. Bitte teilt euch die Schokolade. Jeder der Handel bekommt die Hälfte. 2. Die Hälfte vom Urlaub ist schon vorbei. der Händler, - 3. Was hat der Mann gesagt? Ich habe die Händlerin, -nen nur die Hälfte verstanden. das Handy, -s Die Stadt baut eine neue Sporthalle.
B1	die Höhe	1. Mein Tisch hat folgende Maße: Länge: 1,20 m, Breite: 0,60 m, Höhe: 0,80 m. 2. Wir fliegen jetzt in 6000 m Höhe.
B1	die Hörerin	Die Sendung hat viele Hörer und immer Hörerinnen.
B1	die Hütte	Wir übernachten in der Hütte auf dem Berg.
B1	die Integration	Gute Deutschkenntnisse sollen bei der Integration helfen. J
B1	die Intelligenz	Meine Kinder haben in der Schule einen Intelligenztest gemacht.
B1	die Journalistin	Meine Tochter möchte Journalistin werden.
B1	die Jugend	In meiner Jugend habe ich mich sehr für Musik interessiert.
B1	die Jugendherberge	Wo habt ihr übernachtet? – In einer Jugendherberge.
B1	die Kabine	Um zu wählen, gehen Sie bitte in diese Kabine.
B1	die Kanne	1. Das ist aber eine schöne Teekanne. – Ja, die ist aus China. 2. Bitte einen Kaffee! – Eine Tasse oder ein Kännchen?
B1	die Kantine	In unserer Kantine kann man günstig essen.
B1	die Karotte	Hasen fressen gern Karotten.
B1	die Karriere	Mein Bruder hat große Pläne. Er will Karriere machen.
B1	die Kassette	Meine Eltern besitzen noch viele Musikkassetten.
B1	die Katastrophe	Der Urlaub war eine Katastrophe. Es hat nur geregnet.
B1	die Kellnerin	Ich bin Kellnerin von Beruf.
B1	die Kerze	Für den Geburtstagstisch brauchen wir viele Blumen und Kerzen.
B1	Die Kinder haben Steine ins	Wasser
B1	die Kindheit	In meiner Kindheit war ich oft auf dem Land bei meinen Großeltern.
B1	die Kiste	Ich habe zwei Kisten Bier gekauft.
B1	die Klassenarbeit	Mein Sohn schreibt bei Klassenar- beiten immer gute Noten.
B1	die Klimaanlage	Im Sommer brauchen wir eine Klimaanlage.
B1	die Klingel	Drück bitte auf die Klingel!
B1	die Klinik	Ich muss in die Klinik, um meinen kranken Onkel zu besuchen.
B1	die Kneipe	Gehen wir noch in eine Kneipe ein Bier trinken?
B1	die Kommunikation	Die Kommunikation zwischen den Abteilungen ist gut.
B1	die Konferenz	Die Konferenz findet in Raum 19 statt.
B1	die Konfitüre	Bring bitte noch ein Glas Konfitüre mit.
B1	die Konkurrenz	1. Die Reparatur ist mir hier zu teuer. Bei der Konkurrenz bekomme ich sie für die Hälfte. 2. Es ist schwer, ein Geschäft aufzu- machen. Die Konkurrenz ist groß.
B1	die Kontrolle	An den Grenzen gibt es kaum noch Kontrollen. 2. Fahrkartenkontrolle! Bitte Ihre Fahrkarten!
B1	die Kopie	Machst du mir bitte eine Kopie?
B1	die Kraft	Für diese Arbeit braucht man viel Kraft.
B1	die Krankenkasse	Die Krankenkasse bezahlt die Medikamente.
B1	die Krankenschwester	Meine Cousine möchte gern Kranken- schwester werden.
B1	die Kreditkarte	Kann ich mit Kreditkarte zahlen?
B1	die Kriminalpolizei	Ein Nachbar von uns arbeitet bei der Kriminalpolizei.
B1	die Krise	Die Wirtschaft steckt in einer schweren Krise.
B1	die Kritik	Es gibt viel Kritik an der Politik der Regierung. 2. Dieser Film hat sehr gute Kritiken bekommen.
B1	die Kurve	Fahr bitte nicht so schnell in die Kurven. Achtung. Das Stauende ist gleich hinter einer Kurve.
B1	die Kälte	Bei dieser Kälte fahre ich nicht mit dem Fahrrad.
B1	die Käuferin	Ich habe schon einen Käufer für den alten Tisch.
B1	die Köchin	Ein Freund von mir ist Koch in einem teuren Restaurant.
B1	die Kündigung	Ich habe die Kündigung bekommen. Jetzt bin ich arbeitslos.
B1	die Künstlerin	In diesem Stadtteil wohnen viele Kün- stlerinnen. Neben uns wohnt eine Musikerin.
B1	die Küste	Unser Dorf liegt direkt an der Küste.
B1	die Lage	Wir suchen eine Wohnung an/in zentraler Lage.
B1	die Landung	Bei der Landung müssen Sie sich laufen, läuft, lief, anschnallen. ist gelaufen
B1	die Landwirtschaft	Auf dem Land arbeiten die meisten Leute in der Landwirtschaft.
B1	die Langeweile	Der Film war sehr langweilig. das Leben1. Langweilst du dich? der Lebenslauf, Es ist aus Langeweile eingeschlafen.
B1	die Lehrerin	Die Lehrerin hat heute viele Hausauf- der Lerner, - gaben gegeben. die Lernerin, -nen
B1	Die Lehrerin versucht	jedes Kind
B1	die Leistung	Meine Leistungen in der Schule sind ganz gut.
B1	die Leiterin	Wie heißt die Leiterin der Schule? das Lied, -er Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung. 2. Tut mir leid, alle Leitungen sind liefern, liefert, lieferte, hat besetzt. geliefert 3. Wir müssen eine neue Leitung legen lassen. die Lieferung, -en
B1	die Leitung	Wie heißt die Leiterin der Schule? das Lied, -er Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung. 2. Tut mir leid, alle Leitungen sind liefern, liefert, lieferte, hat besetzt. geliefert 3. Wir müssen eine neue Leitung legen lassen. die Lieferung, -en
B1	Die Leserinnen und	Leser sind mit der schreiben.
B1	die Limonade	Die Limonade ist sehr süß.
B1	die Linie	Zum Hauptbahnhof können Sie mit der Linie 8 fahren.
B1	die Lippe	Es ist sehr kalt. Meine Lippen sind ganz trocken.
B1	die Liste	Was brauchen wir für die Party? – Mach doch eine Einkaufsliste.
B1	die Literatur	Ich interessiere mich für Literatur.
B1	die Luft	Oh, hier ist aber schlechte Luft. Die Seeluft tut mir gut. Bitte mach das Fenster auf. Ich brauche frische Luft.
B1	die Lust	Ich habe keine Lust zu grillen. Hast du Lust auf einen Tee?
B1	die Länge	Mein Schreibtisch hat folgende Maße: Länge 1.20 m, Breite: 0,85 m, Höhe: das Laufwerk, -e 0,75 m.
B1	die Mahlzeit	Die Tropfen bitte immer nach den Mahlzeiten einnehmen. In Deutschland gibt es meist nur einmal am Tag eine warme Mahlzeit.
B1	die Mahnung	Wenn du die Rechnung nicht pünktlich bezahlst, bekommst du eine Mahnung.
B1	die Malerin	Wir haben die Maler im Haus. Wir lassen die Wände neu streichen. 2. Picasso ist vielleicht der bekannteste Maler der Welt.
B1	die Mappe	Mein Pass ist in dieser Mappe.
B1	die Margarine	Meine Frau isst nur Margarine und keine Butter.
B1	die Marille	Schmecken dir die Marillen?
B1	die Marke	1. Ich brauche bitte fünf Briefmarken zu 1 Euro. 2. Markenschuhe sind mir zu teuer.
B1	die Marmelade	Bring bitte noch ein Glas Marmelade mit.
B1	die Mauer	Die Kinder sind über die Mauer geklettert.
B1	die Mechanikerin	1. Das kann nur ein Mechaniker reparieren. 2. Karim ist Automechaniker. Er arbeitet bei Opel.
B1	die Medien	Umweltschutz ist in den Medien ein großes Thema.
B1	die Medizin	1. Du musst noch deine Medizin nehmen. 2. Mein Sohn will Medizin studieren.
B1	die Mehrheit	Die Mehrheit der Menschen in Deutschland besitzt ein Handy.
B1	die Mehrwertsteuer	Die Mehrwertsteuer bei diesem Produkt beträgt 20 %.
B1	die Meldung	Hast du die Meldung im Radio gehört? Es wird starken Sturm geben.
B1	die Mensa	Ich esse fast jeden Tag in der Mensa.
B1	die Methode	Weißt du eine gute Methode, um schnell gut Deutsch zu lernen?
B1	die Metropole	Berlin und Wien sind Metropolen.
B1	die Mieterin	Sie hat heute neue Mieter für die Wohnung gefunden.
B1	die Migrantin	Viele Migranten kommen aus Osteuropa.
B1	die Migration	Gestern gab es im Fernsehen eine Diskussion zum Thema Migration.
B1	die Minderheit	Frauen sind in unserer Firma in der Minderheit.
B1	die Mitarbeiterin	Unsere Firma hat sieben Mitarbeiter.
B1	die Mobilbox	Ich habe zwei Nachrichten auf meiner Mobilbox.
B1	die Mobilität	Sprachen zu lernen fördert die Mobilität.
B1	die Musik	1. Wie findest du die Musik? 2. Spanische Musik mag ich sehr. 3. Was für Musik hörst du gern?
B1	die Musikerin	Mein Bruder möchte Musiker werden.
B1	die Muttersprache	Was ist Ihre Muttersprache?
B1	die Möglichkeit	Sie wollen ans Meer? Da gibt es mehrere Möglichkeiten. Sagen Sie mir bitte möglichst bald, ob Ihnen der Termin passt. 2. Wir suchen eine Wohnung, möglichst im Erdgeschoss.
B1	die Möhre	Hasen fressen gern Möhren.
B1	die Mühe	1. Vielen Dank für Ihre Mühe. 2. Mit ein bisschen mehr Mühe können wir das schaffen.
B1	die Müllabfuhr	Die Müllabfuhr kommt zweimal pro Woche.
B1	die Mülltonne	Die Mülltonne ist voll.
B1	die Münze	Der Automat nimmt nur Münzen.
B1	Die Nachbarn sind	ziemlich neugierig.
B1	die Nachfrage	Die Nachfrage für dieses Produkt ist groß.
B1	die Nachhilfe	Der Schüler braucht Nachhilfe in Mathematik.
B1	die Nadel	Hast du eine Nadel für mich? Ich muss einen Knopf annähen.
B1	die Nase	Haben Sie Nasentropfen? Ich bin stark erkältet. nervös Es hat schrecklich geregnet. Ich bin ganz nass geworden. Geh nicht mit den nassen Schuhen ins Wohnzimmer. nett
B1	die Natur	Ich bin gern draußen in der Natur. das Netz, -e
B1	die neuen Prüfungstermine	rechtzeitig über Reise genau informieren.
B1	die Nord-/Ostsee	Unser Hotel war direkt am See. selbst Im Sommer fahren wir immer an die See. selber
B1	die Notaufnahme	Die Notaufnahme ist gleich hier links.
B1	Die nächste Führung	beginnt um liegt in Führung.
B1	die Nähe	Die Post ist ganz in der Nähe vom Bahnhof.
B1	die Oper	1. Ich mag Opern. 2. Warst du schon mal in der Oper?
B1	die Operation	Seit der Operation kann ich mein Knie nicht mehr bewegen.
B1	die Ordination	Die Ordination bleibt bis zum 7. Jänner || Frau Dr. Berger hat von 8 bis 12 Uhr || geschlossen. || Sprechstunde.
B1	die Organisation	Die Organisation des Festes war sehr gut. 2. Sind Sie Mitglied in einer Organisation?
B1	die Panne	1. Kurz vor München hatten wir eine Panne mit dem Auto. 2. Die Reise war schlecht organisiert, es gab mehrere Pannen.
B1	die Passagierin	Die Passagiere Schulz und Kaufmann sollen bitte zur Information kommen.
B1	die Patientin	Ich bin Patientin bei Dr. Hausner. Ich möchte bitte einen Termin.
B1	die Pension	Im Urlaub haben wir in einer kleinen Pension gewohnt. || Sie ist 67 und bekommt jetzt eine gute
B1	die Personalien	Mein Kollege wird Ihre Personalien aufnehmen.
B1	die Pfanne	Hast du keine größere Pfanne? Ich || Blumen auf dem Balkon. Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen. →(CH:
B1	die Pflaume	Ich esse gern Pflaumen und noch lieber Pflaumenkuchen.
B1	die Pflegerin	Meine Freundin ist Pflegerin in einem Altersheim.
B1	die Pflicht	Als Autofahrer müssen Sie eine Versicherung haben. Das ist Pflicht.
B1	die Phantasie/Fantasie	Mein Sohn malt sehr gut. Er hat viel Phantasie.
B1	die Pille	Am Sonntag machen wir ein Picknick. Der Arzt hat mir neue Pillen verschrieben.
B1	die Planung	Unsere Planung für das Sommerfest steht schon lange.
B1	die Politik	Ich interessiere mich nicht für Politik.
B1	die Politikerin	Weißt du, wie dieser Politiker heißt?
B1	die Polizistin	Die Ampel war kaputt. Ein Polizist hat den Verkehr geregelt.
B1	die Praktikantin	Bei dieser Firma habe ich zwei Jahre als Praktikantin gearbeitet.
B1	die Presse	Darüber konnte sich jeder in der Presse informieren.
B1	die Produktion	Die Produktion von Käse dauert oft viele Wochen.
B1	die Professorin	Unsere Nachbarin ist Professorin an der Universität.
B1	die Profisportlerin	Mein Sohn möchte Profisportler werden.
B1	die Präsentation	Die Schülerin hat für ihre Präsentation eine gute Note bekommen.
B1	Die Prüfung war extrem	schwer.
B1	die Puppe	Unsere kleine Tochter bekommt zum Geburtstag eine Puppe.
B1	die Qualifikation	Für diese Arbeit haben Sie gute Qualifikationen.
B1	die Quittung	Brauchen Sie eine Quittung?
B1	die Radfahrerin	Achtung! Da kommt eine Radfahrerin.
B1	die Raucherin	Gibt es hier ein Zimmer für Raucher? Ich bin keine Raucherin. Ich bin Nichtraucherin.
B1	die Reaktion	Diese Reaktion ist typisch für ihn.
B1	die Realität	Das gefällt dir nicht? Aber das ist die Realität.
B1	die Recherche	Für diesen Bericht waren viele Recherchen nötig.
B1	die Rede	Der Präsident hat eine Rede gehalten.
B1	die Reform	Die Regierung plant für nächstes Jahr eine Reform. Die Steuern sollen steigen.
B1	die Regel	Im Straßenverkehr sind viele Regeln zu beachten. Wie geht dieses Spiel? Kennst du die Regeln? In der Regel geht sie um sieben Uhr aus dem Haus.
B1	die Region	In der Rhein-Main-Region sind die Mieten sehr hoch. Die Milch ist aus der Region.
B1	die Reihenfolge	Achten Sie auf die Reihenfolge der Inhaltspunkte.
B1	die Reklame	Ich möchte keine Reklame im Briefkasten.
B1	die Religion	Religion ist für manche Menschen sehr wichtig.
B1	die Rente	Sie ist 67 und bekommt jetzt eine gute
B1	die Reportage	Hast du die Reportage über Afrika gesehen?
B1	die Reporterin	Die Reporterin macht gerade ein Interview.
B1	die Reservierung	Was kostet eine Reservierung?
B1	die Rezeption/Reception	Geben Sie bitte den Schlüssel an der Rezeption ab.
